title,url,image url,description,verdict,pros,cons,price
Amazon Fire TV 4K with Ultra HD ,https://www.techadvisor.com/review/amazon-fire-tv-review-4k-alexa-update-3586697/,https://www.techadvisor.com/cmsdata/reviews/3586697/Amazon-Fire-TV-review-top_thumb800.jpg,"The Fire TV is a rival to the Apple TV, Chromecast and Roku's media streamers. This second-generation version now supports 4K video, and is one of the first to do so. Should you buy it? Find out in our Amazon Fire TV 4K review.","The Fire TV is an excellent set-top box which is powerful and well designed. The voice search works well too, and Alexa is coming, which will make it far better. The interface is slick and easy to use, even if it can be confusing working out what you can watch on an Amazon Prime subscription. The Fire TV is one of the best video streamers, but it really makes sense if you pair it with a Prime Instant Video subscription and use Amazon's other services. 4K content at no extra cost is a huge bonus but don't forget that many 4K TVs already have the Prime Instant Video app. This means it's going to appeal to people who want 4K Prime Instant Video (or Netflix) but their TV doesn't have it. If that's you, just double-check your TV has an HDMI port which supports HDCP 2.2, otherwise you'll find 4K videos won't play.",,,$79.99
Amazon Kindle Oasis ,https://www.techadvisor.com/review/amazon-kindle-oasis-review-uk-ereader-3641571/,,The Kindle Oasis is the best eReader yet but the price means it's not the best option for everyone.,"There's no doubt that the Kindle Oasis is technically the best eReader you can get. Amazon has done a great job with the new design which is impressively small, light and ergonomic. The cover is a nice touch too and adds additional battery life to boot. All that said, the price is a big barrier and anyone shocked at even the cheaper Wi-Fi only model will be better off with the Voyage or the Paperwhite which are comparatively budget.",,,$289 (Wi-Fi); $359 (Wi-Fi + 3G)
"LG Magna, Spirit, Leon & Joy : First impressions",https://www.techadvisor.com/review/lg-magna-spirit-leon-joy-review-first-impressions-3600746/,,"Ahead of MWC 2015, LG unveiled four new mid-range smartphones to add to its line-up, so we headed over to the company's busy stand on the show floor in Barcelona to take a look at them.","We're not certain on the pricing of LG's new smartphones in the UK yet, but if low enough the Magna and Spirit could be excellent new entries into the mid-range smartphone market. We're expecting all four of the new smartphones to become available to buy within the next few months.",,,
Netgear Powerline 1000 ,https://www.techadvisor.com/review/netgear-powerline-wifi-1000-review-3649244/,https://www.techadvisor.com/cmsdata/reviews/3649244/netgear-powerline-pl1000-plug_thumb800.jpg,The Netgear Powerline 1000 is a mid-range Powerline starter kit that performs fine but lacks extra features.,"The Netgear Powerline 1000 is rather limited by its no-frills features: one Ethernet port per adapter and lack of wireless. We think paying extra for the PLP1200 is worth it as it boasts a pass-through socket compared to the less flexible PL1000. While found lacking in features, it will still make a huge difference to your home network and PC/entertainment download speeds. The price is reasonable, but you can get cheaper (but not quite as fast) with a 500Mbps Powerline. ",,,
Vernee Apollo Lite ,https://www.techadvisor.com/review/vernee-apollo-lite-review-3649194/,https://www.techadvisor.com/cmsdata/reviews/3649194/vernee_apollo_lite_review04_thumb800.jpg,"Our first impressions of smartphone maker Vernee is good: the Apollo Lite is a decent first attempt at a budget smartphone, and it can be yours for under £200. Find out more in our Vernee Apollo Lite review.","It's not the best built budget phone but the Vernee Apollo Lite has much to offer inside, including plenty of grunt. If your needs are great and your budget small, this sub-£200 deca-core phone is worthy of your consideration.",,,199.99
Devolo dLAN 550 WiFi Powerline Starter Kit ,https://www.techadvisor.com/review/devolo-dlan-550-wifi-powerline-starter-kit-review-3636820/,https://www.techadvisor.com/cmsdata/reviews/3636820/devolo-dlan-550-wifi_thumb800.jpg,The Devolo dLAN 550 and 550+ WiFi Starter Kits are sets of Powerline adapters that will boost your home network and your wireless reception.,"The £99 dLAN 550 WiFi and £109 550+ WiFi add speed and range, plus a pass-through socket, to the older dLAN 500. In real-world tests they proved to be fast, and not so far off the top-of-the-range 1200+ model (£159). Adding a second Wi-Fi hotspot in your home is a welcome addition to the much faster wired speeds you’ll enjoy when downloading HD movies or playing games over the Internet. It isn't at the cheap end of Powerline, though. If you can find it cheaper online, then it becomes a more compelling purchase. Also consider the less expensive £69 dLAN 550 duo+ Starter kit, which omits the extra Wi-Fi but boasts dual Ethernet ports and pass-through sockets on both adapters.",,,$129.95
OnePlus 3T vs Galaxy S7,https://www.techadvisor.com/review/oneplus-3t-vs-galaxy-s7-3649349/,https://www.techadvisor.com/cmsdata/reviews/3649349/galaxy-s7-vs-oneplus_3t_thumb800.jpg,"The choice of Android phones is huge and choosing between the flagship phones is tricky because specifications and price vary so much. OnePlus’s new 3T undercuts the Galaxy S7, but is it as good? Here’s our OnePlus 3T vs Galaxy S7 comparison","Although these are our initial impressions of the OnePlus 3T, the £69 price difference between it and the Galaxy S7 will make the choice a tough decision for plenty of buyers. We think the S7 is worth the extra if you’ll use the extra features it offers over the 3T. But if £400 is your absolute limit and you want a larger screen, the 3T isn’t bad value… until you consider the OnePlus 3 is pretty much just as good for £70 less.",,,$670
Sphero SPRK+ ,https://www.techadvisor.com/review/sphero-sprk-review-3630645/,https://www.techadvisor.com/cmsdata/reviews/3630645/sphero-sprk_-robot-ball_thumb800.jpg,"Sphero SPRK+ is a see-through robot ball toy that makes learning to code fun and energetic for kids, rather than dull and at a desk.","Sphero SPRK (and newer SPRK+) is a fantastic tool to teach kids (and yourself) the basics of programming. Children aren’t sat at a desk staring at a screen. They’re running around the room, controlling a hyper-active robot using commands in an entertaining way of learning how to code. And SPRK grows with the user, even to the extent of showing the raw text-based code for experienced programmers. This SPRK will light a fire under kids’ imaginations, creativity and coding know how.",,,$129.99
Asus RoG G752VM ,https://www.techadvisor.com/review/asus-rog-g752vm-review-3649478/,https://www.techadvisor.com/cmsdata/reviews/3649478/asus-g752vm-review_thumb800.jpg,"If you're looking for a gaming laptop with the latest generation of graphics card, the G752VM could well fit the bill. Aside from a couple of minor issues, this is a stunning machine. Here's our Asus ROG G752VM review.",,,,$1399
OnePlus 3 vs OnePlus 3T | Should I upgrade to OnePlus 3T?,https://www.techadvisor.com/review/oneplus-3-vs-oneplus-3t-should-i-upgrade-oneplus-3t-3649242/,,It's barely six months old and the OnePlus 3 has received an upgrade. Should you buy the OnePlus 3 or the OnePlus 3T? We find out in our OnePlus 3 vs OnePlus 3T comparison - what's the difference between OnePlus 3 and OnePlus 3T?,"If you already own the OnePlus 3, don't be too upset that it's been superceded. The OnePlus 3T will more than certainly be a little faster, last a little longer and take better selfies, but the OnePlus 3 is still an awesome phone and a match for many of the best phones of 2016. If you're completely new to the OnePlus 3 and OnePlus 3T, while stocks last the OnePlus 3 is the more affordable option at £329 and, in that sense at least, could still be the better phone.",,,$399
"Aukey 30,000mAh Lightning Power Bank ",https://www.techadvisor.com/review/aukey-30000mah-lightning-power-bank-review-3649462/,https://www.techadvisor.com/cmsdata/reviews/3649462/aukey_30000mah_lightning_power_bank_thumb800.jpg,"The Aukey is the highest-capacity power bank we've reviewed to date, but is it too big? We find out in our Aukey 30,000mAh Lightning Power Bank review.","The Aukey offers brilliant value as a high-capacity power bank, but it may be too high in capacity for some users - some airlines might not let you carry that much portable power in hand luggage, and apart from anything else this power bank is really quite heavy. We like the Quick Charge 3.0 support, plus the Lightning input for iPhone and iPad users, but in other respects the Aukey has few advanced features.",,,44.99
GoPro Hero 5 Black ,https://www.techadvisor.com/review/gopro-hero-5-black-review-3649427/,,"It’s been a long while since GoPro launched the Hero 4 Black, but has the Hero 5 been worth the wait? Well it certainly has. Read our GoPro Hero 5 Black review to find out why.","The Hero 5 Black is the best action camera we’ve tested and the fact it’s cheaper than the outgoing Hero 4 Black sweetens the deal even further. With GPS, water resistance and video stabilisation, the Hero 5 is a fantastic upgrade from a Hero 4 Black.",,,$299.99
Amazon Fire (2015) ,https://www.techadvisor.com/review/amazon-fire-2015-review-3630614/,,"Amazon has aggressively pushed down the price of tablets in order to undercut Android rivals. Here's our Amazon Fire review, which explains why the tablet is such a bargain at just £49.","It's certainly not perfect, and the lack of Google apps will still put some people off, but the Fire is excellent value at under £50. The latest Fire OS is so Android-like that it's easy to use, and the Fire for Kids app makes it possible to limit what you kids can do and how long they can use the tablet. For some people it's well worth paying double for the Kids Edition version as you get the bumper case and the great warranty. There are some sore points: the poor cameras, the sluggish performance at times, and the long charging time. But at this price it's hard to complain. And you certainly won't find a better tablet for the same money.",,,$49.99
HTC 10 Evo : hands-on with HTC's new phone,https://www.techadvisor.com/review/htc-10-evo-review-hands-on-with-htcs-new-phone-3649550/,https://www.techadvisor.com/cmsdata/reviews/3649550/htc-10-evo-review_thumb800.jpg,"Known as the HTC Bolt in the US, the HTC 10 Evo is the name for the new phone in the UK. Here's our hands-on review of the HTC 10 Evo, plus release date, specs and features.","Although HTC hasn't confirmed the price yet, it says the 10 Evo will be the best in its class - of £450 to £500 phones. However, that conveniently ignores cheaper phones such as the OnePlus 3 which has a faster processor, more RAM and more storage, and it certainly makes the newcomer appear overpriced even considering its IP57 rating and its clever headphones.
However, we'll update this with a definitive conclusion once we've spent more time with the phone.",,,
